feature,correlation_score,mutual_information,model_importance_gain,model_importance_split,permutation_importance,permutation_positive_folds,shap_importance,shap_mean_signed,votes,selected,removal_reason
15m_price_vs_EMA,,,,,,,,,,False,only 0% of training rows have a value
15m_MACD_norm,,,,,,,,,,False,only 0% of training rows have a value
15m_MACD_signal_norm,,,,,,,,,,False,only 0% of training rows have a value
15m_MACD_hist_norm,,,,,,,,,,False,only 0% of training rows have a value
15m_ATR_pct,,,,,,,,,,False,only 0% of training rows have a value
15m_EMA_fast_vs_slow,,,,,,,,,,False,only 0% of training rows have a value
15m_momentum,,,,,,,,,,False,only 0% of training rows have a value
15m_momentum_z,,,,,,,,,,False,only 0% of training rows have a value
15m_trend_direction,,,,,,,,,,False,only 0% of training rows have a value
15m_rsi_regime,,,,,,,,,,False,only 0% of training rows have a value
5m_vs_15m_momentum,,,,,,,,,,False,only 0% of training rows have a value
15m_vs_1h_momentum,,,,,,,,,,False,only 0% of training rows have a value
